left_context,target_word,answer,lemma_answer,probability_y
"Елена сидела в кресле, молодая Мурка",урчала,была,быть,0.04
"Елена сидела в кресле, молодая Мурка",урчала,ластилась,ластиться,0.016
"Елена сидела в кресле, молодая Мурка",урчала,залезла,залезть,0.016
"Елена сидела в кресле, молодая Мурка",урчала,вилась,виться,0.008
"Елена сидела в кресле, молодая Мурка",урчала,прыгала,прыгать,0.008
"Елена сидела в кресле, молодая Мурка",урчала,сопела,сопеть,0.008
"Елена сидела в кресле, молодая Мурка",урчала,мяукала,мяукать,0.008
"Елена сидела в кресле, молодая Мурка",урчала,ласкалась,ласкаться,0.016
"Елена сидела в кресле, молодая Мурка",урчала,прижалась,прижаться,0.008
"Елена сидела в кресле, молодая Мурка",урчала,выла,выть,0.008
"Елена сидела в кресле, молодая Мурка",урчала,мурчала,мурчать,0.008
"Елена сидела в кресле, молодая Мурка",урчала,расположилась,расположиться,0.008
"Елена сидела в кресле, молодая Мурка",урчала,крутилась,крутиться,0.008
"Елена сидела в кресле, молодая Мурка",урчала,мурлыкала,мурлыкать,0.008
"Елена сидела в кресле, молодая Мурка",урчала,урчала,урчать,0.008
На ведущей вниз,лестнице,доске,доска,0.01639344262295082
На ведущей вниз,лестнице,скатерти,скатерть,0.01639344262295082
На ведущей вниз,лестнице,скамейке,скамейка,0.01639344262295082
На ведущей вниз,лестнице,перекладине,перекладина,0.01639344262295082
На ведущей вниз,лестнице,странице,страница,0.01639344262295082
На ведущей вниз,лестнице,и,и,0.01639344262295082
На ведущей вниз,лестнице,дорожке,дорожка,0.09836065573770492
На ведущей вниз,лестнице,улочке,улочка,0.03278688524590164
На ведущей вниз,лестнице,тропинке,тропинка,0.5245901639344263
На ведущей вниз,лестнице,улице,улица,0.06557377049180328
На ведущей вниз,лестнице,дороге,дорога,0.11475409836065574
На ведущей вниз,лестнице,тропе,тропа,0.06557377049180328
Что ты хочешь чтобы тебе,повторили,подарили,дарить,0.3333333333333333
Что ты хочешь чтобы тебе,повторили,ответили,ответить,0.06666666666666667
Что ты хочешь чтобы тебе,повторили,понравилось,понравиться,0.06666666666666667
Что ты хочешь чтобы тебе,повторили,сделали,делать,0.13333333333333333
Что ты хочешь чтобы тебе,повторили,было,быть,0.06666666666666667
Что ты хочешь чтобы тебе,повторили,дали,дать,0.2
Что ты хочешь чтобы тебе,повторили,сказали,сказать,0.06666666666666667
Что ты хочешь чтобы тебе,повторили,сказал,сказать,0.06666666666666667
Перед ним снова была,прежняя,открыта,открыть,0.02
Перед ним снова была,прежняя,непростая,непростой,0.01
Перед ним снова была,прежняя,нерешенная,нерешенный,0.01
Перед ним снова была,прежняя,непроглядная,непроглядный,0.01
Перед ним снова была,прежняя,большая,большой,0.01
Перед ним снова была,прежняя,она,она,0.29
Перед ним снова была,прежняя,возможность,возможность,0.03
Перед ним снова была,прежняя,надежда,надежда,0.01
Перед ним снова была,прежняя,стена,стена,0.07
Перед ним снова была,прежняя,задача,задача,0.06
Перед ним снова была,прежняя,проблема,проблема,0.07
Перед ним снова была,прежняя,степь,степь,0.01
Перед ним снова была,прежняя,пустыня,пустыня,0.02
Перед ним снова была,прежняя,дилемма,дилемма,0.03
Перед ним снова была,прежняя,картина,картина,0.02
Перед ним снова была,прежняя,машина,машина,0.01
Перед ним снова была,прежняя,очередь,очередь,0.01
Перед ним снова была,прежняя,поставлена,ставить,0.01
Перед ним снова была,прежняя,его,он,0.04
Перед ним снова была,прежняя,дорога,дорога,0.01
Перед ним снова была,прежняя,равнина,равнина,0.02
Перед ним снова была,прежняя,не,не,0.01
Перед ним снова была,прежняя,пустота,пустота,0.01
Перед ним снова была,прежняя,нарисована,рисовать,0.01
Перед ним снова была,прежняя,землянка,землянка,0.01
Перед ним снова была,прежняя,дверь,дверь,0.01
Перед ним снова была,прежняя,старая,старый,0.01
Перед ним снова была,прежняя,знакомая,знакомый,0.01
Перед ним снова была,прежняя,та,тот,0.15
Перед ним снова была,прежняя,эта,этот,0.01
После завершения,техосмотра,процесса,процесс,0.058823529411764705
После завершения,техосмотра,смены,смена,0.058823529411764705
После завершения,техосмотра,процедур,процедура,0.058823529411764705
После завершения,техосмотра,дел,дело,0.058823529411764705
После завершения,техосмотра,передачи,передача,0.058823529411764705
После завершения,техосмотра,операции,операция,0.11764705882352941
После завершения,техосмотра,эксперимента,эксперимент,0.058823529411764705
После завершения,техосмотра,праздника,праздник,0.058823529411764705
После завершения,техосмотра,атаки,атака,0.058823529411764705
После завершения,техосмотра,полевых,полевой,0.058823529411764705
После завершения,техосмотра,экскурсии,экскурсия,0.058823529411764705
После завершения,техосмотра,сеанса,сеанс,0.058823529411764705
После завершения,техосмотра,мероприятия,мероприятие,0.058823529411764705
После завершения,техосмотра,работы,работа,0.17647058823529413
"Тому, кто",желает,думает,думать,0.007352941176470588
"Тому, кто",желает,делает,делать,0.014705882352941176
"Тому, кто",желает,знает,знать,0.058823529411764705
"Тому, кто",желает,сделает,делать,0.029411764705882353
"Тому, кто",желает,видит,видеть,0.007352941176470588
"Тому, кто",желает,купал,купать,0.014705882352941176
"Тому, кто",желает,сделал,делать,0.022058823529411766
"Тому, кто",желает,назовет,назвать,0.007352941176470588
"Тому, кто",желает,решит,решить,0.014705882352941176
"Тому, кто",желает,ответит,ответить,0.014705882352941176
"Тому, кто",желает,читает,читать,0.022058823529411766
"Тому, кто",желает,решил,решить,0.014705882352941176
"Тому, кто",желает,вел,вести,0.007352941176470588
"Тому, кто",желает,нуждается,нуждаться,0.007352941176470588
"Тому, кто",желает,придет,прийти,0.007352941176470588
"Тому, кто",желает,отгадает,отгадать,0.022058823529411766
"Тому, кто",желает,был,быть,0.007352941176470588
"Тому, кто",желает,может,мочь,0.007352941176470588
"Тому, кто",желает,увидит,видеть,0.014705882352941176
"Тому, кто",желает,использует,использовать,0.007352941176470588
"Тому, кто",желает,умеет,уметь,0.022058823529411766
"Тому, кто",желает,будет,быть,0.03676470588235294
"Тому, кто",желает,прочтет,прочесть,0.007352941176470588
"Тому, кто",желает,идет,идти,0.007352941176470588
"Тому, кто",желает,выиграл,выиграть,0.007352941176470588
"Тому, кто",желает,потратил,тратить,0.007352941176470588
"Тому, кто",желает,скажет,сказать,0.014705882352941176
"Тому, кто",желает,любит,любить,0.014705882352941176
"Тому, кто",желает,поймет,понять,0.007352941176470588
"Тому, кто",желает,верит,верить,0.014705882352941176
"Тому, кто",желает,прибежал,прибегнуть,0.007352941176470588
"Тому, кто",желает,найдет,найти,0.029411764705882353
"Тому, кто",желает,сможет,мочь,0.029411764705882353
"Тому, кто",желает,придумал,придумать,0.014705882352941176
"Тому, кто",желает,пришел,прийти,0.007352941176470588
"Тому, кто",желает,прочитает,читать,0.007352941176470588
"Тому, кто",желает,ждал,ждать,0.014705882352941176
"Тому, кто",желает,видел,видеть,0.007352941176470588
"Тому, кто",желает,судит,судить,0.007352941176470588
"Тому, кто",желает,угадает,угадать,0.022058823529411766
"Тому, кто",желает,обнаружит,обнаружить,0.007352941176470588
"Тому, кто",желает,станет,стать,0.007352941176470588
"Тому, кто",желает,первый,первый,0.014705882352941176
"Тому, кто",желает,это,это,0.029411764705882353
"Тому, кто",желает,не,не,0.051470588235294115
"Тому, кто",желает,никогда,никогда,0.007352941176470588
"Тому, кто",желает,еще,еще,0.007352941176470588
"Тому, кто",желает,первым,первый,0.022058823529411766
"Тому, кто",желает,много,много,0.007352941176470588
"Тому, кто",желает,против,против,0.007352941176470588
"Тому, кто",желает,готов,готовый,0.007352941176470588
"Тому, кто",желает,вам,вы,0.007352941176470588
"Тому, кто",желает,так,так,0.007352941176470588
"Тому, кто",желает,количеству,количество,0.007352941176470588
"Тому, кто",желает,счастлив,счастливый,0.007352941176470588
"Тому, кто",желает,рядом,рядом,0.007352941176470588
"Тому, кто",желает,мало,мало,0.007352941176470588
"Тому, кто",желает,н,н,0.007352941176470588
"Тому, кто",желает,ждет,ждать,0.007352941176470588
"Тому, кто",желает,хотел,хотеть,0.014705882352941176
"Тому, кто",желает,захочет,захотеть,0.014705882352941176
"Тому, кто",желает,хочет,хотеть,0.13970588235294118
"Тому, кто",желает,ищет,искать,0.007352941176470588
"Там, недалеко от кухонной двери, сидел",лис,старик,старик,0.04878048780487805
"Там, недалеко от кухонной двери, сидел",лис,человек,человек,0.1951219512195122
"Там, недалеко от кухонной двери, сидел",лис,отец,отец,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,мужчина,мужчина,0.056910569105691054
"Там, недалеко от кухонной двери, сидел",лис,папа,папа,0.032520325203252036
"Там, недалеко от кухонной двери, сидел",лис,дед,дед,0.016260162601626018
"Там, недалеко от кухонной двери, сидел",лис,петя,петя,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,дедушка,дедушка,0.016260162601626018
"Там, недалеко от кухонной двери, сидел",лис,мертвец,мертвец,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,мальчик,мальчик,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,повар,повар,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,ф,ф,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,маленький,маленький,0.04878048780487805
"Там, недалеко от кухонной двери, сидел",лис,на,на,0.04878048780487805
"Там, недалеко от кухонной двери, сидел",лис,черный,черный,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,пап,пап,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,высокий,высокий,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,пожилой,пожилой,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,молодой,молодой,0.016260162601626018
"Там, недалеко от кухонной двери, сидел",лис,незнакомый,незнакомый,0.024390243902439025
"Там, недалеко от кухонной двери, сидел",лис,большой,большой,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,сидел,сидеть,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,вчера,вчера,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,вдрызг,вдрызг,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,в,в,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,один,один,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,я,я,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,и,и,0.016260162601626018
"Там, недалеко от кухонной двери, сидел",лис,любимый,любимый,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,мой,мой,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,старый,старый,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,кот,кот,0.25203252032520324
"Там, недалеко от кухонной двери, сидел",лис,таракан,таракан,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,динозавр,динозавр,0.008130081300813009
"Там, недалеко от кухонной двери, сидел",лис,он,он,0.04878048780487805
Когда родители,пригрозили,узнали,узнать,0.07692307692307693
Когда родители,пригрозили,уехали,уехать,0.15384615384615385
Когда родители,пригрозили,уснули,уснуть,0.07692307692307693
Когда родители,пригрозили,уезжают,уезжать,0.07692307692307693
Когда родители,пригрозили,балуют,баловать,0.07692307692307693
Когда родители,пригрозили,уходят,уходить,0.07692307692307693
Когда родители,пригрозили,ушли,уйти,0.07692307692307693
Когда родители,пригрозили,мальчика,мальчик,0.07692307692307693
Когда родители,пригрозили,ар,ар,0.07692307692307693
Когда родители,пригрозили,не,не,0.07692307692307693
Когда родители,пригрозили,ребенка,ребенок,0.07692307692307693
Когда родители,пригрозили,предложили,предложить,0.07692307692307693
Под рукавом рубашки виднелся тонкий,ремешок,слой,слой,0.1111111111111111
Под рукавом рубашки виднелся тонкий,ремешок,шов,шов,0.06172839506172839
Под рукавом рубашки виднелся тонкий,ремешок,браслет,браслет,0.07407407407407407
Под рукавом рубашки виднелся тонкий,ремешок,волос,волос,0.024691358024691357
Под рукавом рубашки виднелся тонкий,ремешок,шрам,шрам,0.2962962962962963
Под рукавом рубашки виднелся тонкий,ремешок,лоскут,лоскут,0.024691358024691357
Под рукавом рубашки виднелся тонкий,ремешок,рубец,рубец,0.024691358024691357
Под рукавом рубашки виднелся тонкий,ремешок,платок,платок,0.037037037037037035
Под рукавом рубашки виднелся тонкий,ремешок,след,след,0.08641975308641975
Под рукавом рубашки виднелся тонкий,ремешок,манжет,манжет,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,нож,нож,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,материал,материал,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,просвет,просвет,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,локоть,локоть,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,поясок,поясок,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,шнур,шнур,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,лист,лист,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,кинжал,кинжал,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,край,край,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,узор,узор,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,порез,порез,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,стилет,стилет,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,незаметный,незаметный,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,сверкающий,сверкать,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,накрахмаленный,накрахмаленный,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,прозрачный,прозрачный,0.024691358024691357
Под рукавом рубашки виднелся тонкий,ремешок,носовой,носовой,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,краешек,краешек,0.012345679012345678
Под рукавом рубашки виднелся тонкий,ремешок,ремешок,ремешок,0.012345679012345678
"Не обнаружив ничего в досье, сыщики решили",рыть,бросить,бросить,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,было,быть,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,отправиться,отправиться,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,приостановить,приостановить,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,обыскать,обыскать,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,уйти,уйти,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,проверить,проверить,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,продолжить,продолжить,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,пересмотреть,пересмотреть,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,лично,лично,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,искать,искать,0.2
"Не обнаружив ничего в досье, сыщики решили",рыть,действовать,действовать,0.06666666666666667
"Не обнаружив ничего в досье, сыщики решили",рыть,поискать,поискать,0.06666666666666667
Очень хочется заплести,бант,кому,кто,0.05
Очень хочется заплести,бант,косу,коса,0.35
Очень хочется заплести,бант,интригу,интрига,0.05
Очень хочется заплести,бант,в,в,0.05
Очень хочется заплести,бант,ы,ы,0.05
Очень хочется заплести,бант,косы,коса,0.3
Очень хочется заплести,бант,косичку,косичка,0.1
Очень хочется заплести,бант,волосы,волос,0.05
Он умел из любого,сора,положения,положение,0.09302325581395349
Он умел из любого,сора,пустяка,пустяк,0.11627906976744186
Он умел из любого,сора,предмета,предмет,0.10465116279069768
Он умел из любого,сора,человека,человек,0.046511627906976744
Он умел из любого,сора,ребенка,ребенок,0.03488372093023256
Он умел из любого,сора,хулигана,хулиган,0.011627906976744186
Он умел из любого,сора,мусора,мусор,0.046511627906976744
Он умел из любого,сора,дерева,дерево,0.011627906976744186
Он умел из любого,сора,промаха,промах,0.011627906976744186
Он умел из любого,сора,дурака,дурак,0.011627906976744186
Он умел из любого,сора,ученика,ученик,0.03488372093023256
Он умел из любого,сора,вздора,вздор,0.011627906976744186
Он умел из любого,сора,болота,болото,0.011627906976744186
Он умел из любого,сора,разгильдяя,разгильдя,0.011627906976744186
Он умел из любого,сора,камня,камень,0.011627906976744186
Он умел из любого,сора,полена,полена,0.011627906976744186
Он умел из любого,сора,блюда,блюдо,0.011627906976744186
Он умел из любого,сора,даже,даже,0.011627906976744186
Он умел из любого,сора,делать,делать,0.011627906976744186
Он умел из любого,сора,сделать,делать,0.023255813953488372
Он умел из любого,сора,сложного,сложный,0.011627906976744186
Он умел из любого,сора,а,а,0.011627906976744186
Он умел из любого,сора,слона,слон,0.011627906976744186
Он умел из любого,сора,материала,материал,0.12790697674418605
Он умел из любого,сора,говна,говна,0.03488372093023256
Он умел из любого,сора,слова,слово,0.046511627906976744
Он умел из любого,сора,случая,случай,0.011627906976744186
Он умел из любого,сора,дела,дело,0.03488372093023256
Он умел из любого,сора,спора,спор,0.011627906976744186
Он умел из любого,сора,хлама,хлама,0.03488372093023256
Он умел из любого,сора,события,событие,0.011627906976744186
Он умел из любого,сора,сора,сора,0.011627906976744186
Этот студент,получает,стал,стать,0.11764705882352941
Этот студент,получает,был,быть,0.23529411764705882
Этот студент,получает,начал,начать,0.058823529411764705
Этот студент,получает,прогуливал,прогуливать,0.058823529411764705
Этот студент,получает,оказался,оказаться,0.11764705882352941
Этот студент,получает,учится,учиться,0.058823529411764705
Этот студент,получает,часто,часто,0.058823529411764705
Этот студент,получает,не,не,0.23529411764705882
Этот студент,получает,показал,показать,0.058823529411764705
"По воскресеньям музыканты, исполнявшие",сонату,существительное,существительное,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,свои,свой,0.061224489795918366
"По воскресеньям музыканты, исполнявшие",сонату,на,на,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,в,в,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,оперные,оперный,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,музыкальные,музыкальный,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,известную,известный,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,главную,главный,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,классическую,классический,0.04081632653061224
"По воскресеньям музыканты, исполнявшие",сонату,свадебный,свадебный,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,любимые,любимый,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,это,это,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,различные,различный,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,инструментальную,инструментальный,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,вместе,вместе,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,номер,номер,0.04081632653061224
"По воскресеньям музыканты, исполнявшие",сонату,произведения,произведение,0.061224489795918366
"По воскресеньям музыканты, исполнявшие",сонату,мелодию,мелодия,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,пьесу,пьеса,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,концерт,концерт,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,песни,песня,0.04081632653061224
"По воскресеньям музыканты, исполнявшие",сонату,оперу,опера,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,песню,песня,0.04081632653061224
"По воскресеньям музыканты, исполнявшие",сонату,номера,номер,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,блюз,блюз,0.04081632653061224
"По воскресеньям музыканты, исполнявшие",сонату,гимны,гимн,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,произведение,произведение,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,симфонию,симфония,0.04081632653061224
"По воскресеньям музыканты, исполнявшие",сонату,музыку,музыка,0.08163265306122448
"По воскресеньям музыканты, исполнявшие",сонату,джаз,джаз,0.08163265306122448
"По воскресеньям музыканты, исполнявшие",сонату,песня,песня,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,роль,роль,0.02040816326530612
"По воскресеньям музыканты, исполнявшие",сонату,вальс,вальс,0.02040816326530612
В деревнях по-прежнему,мяли,твориться,твориться,0.06666666666666667
В деревнях по-прежнему,мяли,живут,жить,0.06666666666666667
В деревнях по-прежнему,мяли,готовят,готовить,0.06666666666666667
В деревнях по-прежнему,мяли,топили,топить,0.06666666666666667
В деревнях по-прежнему,мяли,топят,топить,0.06666666666666667
В деревнях по-прежнему,мяли,держат,держать,0.06666666666666667
В деревнях по-прежнему,мяли,надо,надо,0.06666666666666667
В деревнях по-прежнему,мяли,не,не,0.06666666666666667
В деревнях по-прежнему,мяли,нет,нет,0.06666666666666667
В деревнях по-прежнему,мяли,так,так,0.06666666666666667
В деревнях по-прежнему,мяли,остался,остаться,0.06666666666666667
В деревнях по-прежнему,мяли,было,быть,0.2
В деревнях по-прежнему,мяли,осталась,остаться,0.06666666666666667
Я сделала,шаг,все,все,0.11363636363636363
Я сделала,шаг,первый,первый,0.03409090909090909
Я сделала,шаг,себе,себя,0.022727272727272728
Я сделала,шаг,это,это,0.03409090909090909
Я сделала,шаг,очень,очень,0.011363636363636364
Я сделала,шаг,большие,большой,0.011363636363636364
Я сделала,шаг,эту,этот,0.011363636363636364
Я сделала,шаг,большую,большой,0.011363636363636364
Я сделала,шаг,необходимую,необходимый,0.011363636363636364
Я сделала,шаг,неловкое,неловкий,0.011363636363636364
Я сделала,шаг,ему,он,0.011363636363636364
Я сделала,шаг,плохое,плохой,0.011363636363636364
Я сделала,шаг,первое,первый,0.011363636363636364
Я сделала,шаг,кое-что,кое-что,0.011363636363636364
Я сделала,шаг,наконец,наконец,0.011363636363636364
Я сделала,шаг,сделала,сделать,0.011363636363636364
Я сделала,шаг,тебе,ты,0.011363636363636364
Я сделала,шаг,новую,новый,0.011363636363636364
Я сделала,шаг,то,то,0.045454545454545456
Я сделала,шаг,одно,один,0.011363636363636364
Я сделала,шаг,два,два,0.011363636363636364
Я сделала,шаг,домашнее,домашний,0.011363636363636364
Я сделала,шаг,как,как,0.011363636363636364
Я сделала,шаг,красивый,красивый,0.011363636363636364
Я сделала,шаг,домашнюю,домашний,0.011363636363636364
Я сделала,шаг,вам,вы,0.011363636363636364
Я сделала,шаг,несколько,несколько,0.011363636363636364
Я сделала,шаг,так,так,0.011363636363636364
Я сделала,шаг,ошибку,ошибка,0.03409090909090909
Я сделала,шаг,знак,знак,0.03409090909090909
Я сделала,шаг,укол,укол,0.011363636363636364
Я сделала,шаг,работу,работа,0.03409090909090909
Я сделала,шаг,торт,торт,0.011363636363636364
Я сделала,шаг,задание,задание,0.022727272727272728
Я сделала,шаг,вдох,вдох,0.022727272727272728
Я сделала,шаг,подарок,подарок,0.022727272727272728
Я сделала,шаг,уроки,урок,0.03409090909090909
Я сделала,шаг,яичницу,яичница,0.011363636363636364
Я сделала,шаг,глупость,глупость,0.011363636363636364
Я сделала,шаг,борщ,борщ,0.011363636363636364
Я сделала,шаг,оригами,орига,0.011363636363636364
Я сделала,шаг,кувырок,кувырка,0.011363636363636364
Я сделала,шаг,дело,дело,0.011363636363636364
Я сделала,шаг,попытку,попытка,0.011363636363636364
Я сделала,шаг,глоток,глоток,0.011363636363636364
Я сделала,шаг,заявку,заявка,0.011363636363636364
Я сделала,шаг,паузу,пауза,0.011363636363636364
Я сделала,шаг,прическу,прическа,0.011363636363636364
Я сделала,шаг,омлет,омлет,0.011363636363636364
Я сделала,шаг,урок,урок,0.011363636363636364
Я сделала,шаг,упражнение,упражнение,0.011363636363636364
Я сделала,шаг,пирог,пирог,0.011363636363636364
Я сделала,шаг,вывод,вывод,0.011363636363636364
Я сделала,шаг,маникюр,маникюр,0.011363636363636364
Я сделала,шаг,жест,жест,0.011363636363636364
Я сделала,шаг,шаг,шаг,0.056818181818181816
В мои обязанности входило утром включить,рубильник,голову,голова,0.058823529411764705
В мои обязанности входило утром включить,рубильник,свет,свет,0.29411764705882354
В мои обязанности входило утром включить,рубильник,аппарат,аппарат,0.058823529411764705
В мои обязанности входило утром включить,рубильник,станок,станок,0.058823529411764705
В мои обязанности входило утром включить,рубильник,чайник,чайник,0.29411764705882354
В мои обязанности входило утром включить,рубильник,плиту,плита,0.058823529411764705
В мои обязанности входило утром включить,рубильник,компьютер,компьютер,0.058823529411764705
В мои обязанности входило утром включить,рубильник,радио,радио,0.058823529411764705
В мои обязанности входило утром включить,рубильник,музыку,музыка,0.058823529411764705
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,вашей,ваш,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,нейтрального,нейтральный,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,яркого,яркий,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,ваших,ваш,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,бежевого,бежевый,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,черного,черный,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,темного,темный,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,морской,морской,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,глаз,глаз,0.04
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,волос,волос,0.06
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,ночи,ночь,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,в,в,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,беж,бежа,0.12
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,кожи,кожа,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,неба,небо,0.04
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,бирюзы,бирюза,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,молока,молоко,0.04
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,фуксии,фуксия,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,моря,море,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,снега,снег,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,куртки,куртка,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,грязи,грязь,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,земли,земля,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,овцы,овца,0.02
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,хаки,хаки,0.32
"В багажнике были лопата,",лом,и,и,0.016129032258064516
"В багажнике были лопата,",лом,бейсбольная,бейсбольный,0.016129032258064516
"В багажнике были лопата,",лом,р,р,0.016129032258064516
"В багажнике были лопата,",лом,труп,труп,0.016129032258064516
"В багажнике были лопата,",лом,топор,топор,0.12903225806451613
"В багажнике были лопата,",лом,грабли,грабли,0.25806451612903225
"В багажнике были лопата,",лом,ведро,ведро,0.12903225806451613
"В багажнике были лопата,",лом,домкрат,домкрат,0.06451612903225806
"В багажнике были лопата,",лом,мешок,мешок,0.04838709677419355
"В багажнике были лопата,",лом,кирка,кирка,0.04838709677419355
"В багажнике были лопата,",лом,канат,канат,0.016129032258064516
"В багажнике были лопата,",лом,аптечка,аптечка,0.016129032258064516
"В багажнике были лопата,",лом,канистра,канистр,0.016129032258064516
"В багажнике были лопата,",лом,веревка,веревка,0.06451612903225806
"В багажнике были лопата,",лом,совок,совок,0.03225806451612903
