left_context,target_word,n_human_lemmas,overlap_at_5,weighted_overlap_at_5,surface_match_at_5,surface_weighted_match_at_5,overlap_at_10,weighted_overlap_at_10,surface_match_at_10,surface_weighted_match_at_10,overlap_at_15,weighted_overlap_at_15,surface_match_at_15,surface_weighted_match_at_15,overlap_at_20,weighted_overlap_at_20,surface_match_at_20,surface_weighted_match_at_20,overlap_at_50,weighted_overlap_at_50,surface_match_at_50,surface_weighted_match_at_50,overlap_at_100,weighted_overlap_at_100,surface_match_at_100,surface_weighted_match_at_100,overlap_at_200,weighted_overlap_at_200,surface_match_at_200,surface_weighted_match_at_200
И не надо ставить это целью,всей,14,0.14285714285714285,0.5588235294117647,0.1111111111111111,0.42647058823529416,0.14285714285714285,0.5588235294117647,0.1111111111111111,0.42647058823529416,0.14285714285714285,0.5588235294117647,0.1111111111111111,0.42647058823529416,0.14285714285714285,0.5588235294117647,0.1111111111111111,0.42647058823529416,0.21428571428571427,0.5735294117647058,0.1111111111111111,0.42647058823529416,0.21428571428571427,0.5735294117647058,0.1111111111111111,0.42647058823529416,0.21428571428571427,0.5735294117647058,0.1111111111111111,0.42647058823529416
В сюжете этого фильма какие-то,осы,27,0.14814814814814814,0.5846153846153848,0.14814814814814814,0.5846153846153846,0.18518518518518517,0.6153846153846154,0.18518518518518517,0.6153846153846154,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307
На запись голоса,барса,30,0.06666666666666667,0.12000000000000001,0.027777777777777776,0.1,0.06666666666666667,0.12000000000000001,0.027777777777777776,0.1,0.06666666666666667,0.12000000000000001,0.027777777777777776,0.1,0.06666666666666667,0.12000000000000001,0.027777777777777776,0.1,0.1,0.14,0.027777777777777776,0.1,0.1,0.14,0.027777777777777776,0.1,0.1,0.14,0.027777777777777776,0.1
Приблизительно в центре тайги,мопед,7,0.14285714285714285,0.4,0.2,0.3333333333333333,0.14285714285714285,0.4,0.2,0.3333333333333333,0.14285714285714285,0.4,0.2,0.3333333333333333,0.14285714285714285,0.4,0.2,0.3333333333333333,0.14285714285714285,0.4,0.2,0.3333333333333333,0.14285714285714285,0.4,0.2,0.3333333333333333,0.14285714285714285,0.4,0.2,0.3333333333333333
Создать настоящие шедевры вам помогут,зоркий,9,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5
"Считается, что коллекционирование",раритетных,6,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714
Старый шкаф,орехового,27,0.1111111111111111,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.1111111111111111,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.1111111111111111,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.1111111111111111,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.1111111111111111,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.1111111111111111,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.1111111111111111,0.09722222222222221,0.10714285714285714,0.09722222222222221
Клиенты воровали из ресторана,атрибутику,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Думаю, большой",урон,32,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224
Применение микросхемы,даст,11,0.09090909090909091,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.09090909090909091,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.09090909090909091,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.09090909090909091,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.09090909090909091,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.09090909090909091,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.09090909090909091,0.3157894736842105,0.08333333333333333,0.3157894736842105
Душа требовала,красоты,33,0.12121212121212122,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.12121212121212122,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.12121212121212122,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.12121212121212122,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.12121212121212122,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.12121212121212122,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.12121212121212122,0.2631578947368421,0.11764705882352941,0.2631578947368421
Он ловко поддел концом,ножа,38,0.05263157894736842,0.3880597014925374,0.02564102564102564,0.373134328358209,0.05263157894736842,0.3880597014925374,0.02564102564102564,0.373134328358209,0.07894736842105263,0.4029850746268657,0.05128205128205128,0.3880597014925373,0.07894736842105263,0.4029850746268657,0.05128205128205128,0.3880597014925373,0.07894736842105263,0.4029850746268657,0.05128205128205128,0.3880597014925373,0.07894736842105263,0.4029850746268657,0.05128205128205128,0.3880597014925373,0.07894736842105263,0.4029850746268657,0.05128205128205128,0.3880597014925373
Очень тогда,злые,27,0.1111111111111111,0.27941176470588236,0.06666666666666667,0.2647058823529412,0.18518518518518517,0.3970588235294118,0.06666666666666667,0.2647058823529412,0.18518518518518517,0.3970588235294118,0.06666666666666667,0.2647058823529412,0.18518518518518517,0.3970588235294118,0.06666666666666667,0.2647058823529412,0.2222222222222222,0.4117647058823529,0.06666666666666667,0.2647058823529412,0.2222222222222222,0.4117647058823529,0.06666666666666667,0.2647058823529412,0.2222222222222222,0.4117647058823529,0.06666666666666667,0.2647058823529412
В вопросе послышался упрёк,командиру,8,0.25,0.6842105263157894,0.125,0.3157894736842105,0.375,0.7368421052631579,0.125,0.3157894736842105,0.375,0.7368421052631579,0.125,0.3157894736842105,0.375,0.7368421052631579,0.125,0.3157894736842105,0.375,0.7368421052631579,0.125,0.3157894736842105,0.375,0.7368421052631579,0.125,0.3157894736842105,0.375,0.7368421052631579,0.125,0.3157894736842105
В качестве примера приводится,жирность,39,0.02564102564102564,0.08823529411764705,0.05,0.08823529411764705,0.02564102564102564,0.08823529411764705,0.05,0.08823529411764705,0.02564102564102564,0.08823529411764705,0.05,0.08823529411764705,0.02564102564102564,0.08823529411764705,0.05,0.08823529411764705,0.02564102564102564,0.08823529411764705,0.05,0.08823529411764705,0.02564102564102564,0.08823529411764705,0.05,0.08823529411764705,0.02564102564102564,0.08823529411764705,0.05,0.08823529411764705
В тот момент,атмосфера,10,0.3,0.5625,0.25,0.375,0.3,0.5625,0.25,0.375,0.3,0.5625,0.25,0.375,0.3,0.5625,0.25,0.375,0.3,0.5625,0.25,0.375,0.3,0.5625,0.25,0.375,0.3,0.5625,0.25,0.375
У мамы есть,подруга,45,0.06666666666666667,0.1111111111111111,0.08,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.08,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.08,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.08,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.08,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.08,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.08,0.1111111111111111
В резервациях,миссионеры,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
В лесу ветром,трепало,38,0.07894736842105263,0.07894736842105263,0.0,0.0,0.07894736842105263,0.07894736842105263,0.024390243902439025,0.05263157894736842,0.10526315789473684,0.09210526315789473,0.024390243902439025,0.05263157894736842,0.15789473684210525,0.17105263157894735,0.024390243902439025,0.05263157894736842,0.21052631578947367,0.24999999999999994,0.07317073170731707,0.18421052631578946,0.21052631578947367,0.24999999999999994,0.12195121951219512,0.21052631578947367,0.21052631578947367,0.24999999999999994,0.12195121951219512,0.21052631578947367
Государством предлагается,установить,13,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333
Если мы позволим этим людям,уйти,14,0.14285714285714285,0.35000000000000003,0.13333333333333333,0.25,0.14285714285714285,0.35000000000000003,0.13333333333333333,0.25,0.14285714285714285,0.35000000000000003,0.13333333333333333,0.25,0.14285714285714285,0.35000000000000003,0.13333333333333333,0.25,0.14285714285714285,0.35000000000000003,0.13333333333333333,0.25,0.14285714285714285,0.35000000000000003,0.13333333333333333,0.25,0.14285714285714285,0.35000000000000003,0.13333333333333333,0.25
Володя каким-то образом,узнал,32,0.125,0.3482142857142857,0.12121212121212122,0.3392857142857143,0.15625,0.35714285714285715,0.12121212121212122,0.3392857142857143,0.1875,0.45535714285714285,0.18181818181818182,0.44642857142857145,0.21875,0.48214285714285715,0.18181818181818182,0.44642857142857145,0.21875,0.48214285714285715,0.21212121212121213,0.47321428571428575,0.25,0.4910714285714286,0.21212121212121213,0.47321428571428575,0.25,0.4910714285714286,0.21212121212121213,0.47321428571428575
На привале у озера,юный,24,0.041666666666666664,0.5373134328358209,0.04,0.5223880597014925,0.125,0.5671641791044776,0.04,0.5223880597014925,0.125,0.5671641791044776,0.04,0.5223880597014925,0.125,0.5671641791044776,0.04,0.5223880597014925,0.16666666666666666,0.5970149253731343,0.04,0.5223880597014925,0.16666666666666666,0.5970149253731343,0.04,0.5223880597014925,0.16666666666666666,0.5970149253731343,0.04,0.5223880597014925
Можно будет,бросить,38,0.07894736842105263,0.13846153846153847,0.07692307692307693,0.12307692307692308,0.07894736842105263,0.13846153846153847,0.07692307692307693,0.12307692307692308,0.13157894736842105,0.16923076923076924,0.10256410256410256,0.13846153846153847,0.13157894736842105,0.16923076923076924,0.10256410256410256,0.13846153846153847,0.23684210526315788,0.24615384615384617,0.1282051282051282,0.15384615384615385,0.2631578947368421,0.26153846153846155,0.15384615384615385,0.16923076923076924,0.2631578947368421,0.26153846153846155,0.15384615384615385,0.16923076923076924
В бассейне,микробы,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.10204081632653061,0.0,0.0,0.017857142857142856,0.10204081632653061,0.0,0.0,0.03571428571428571,0.10884353741496598,0.0,0.0,0.03571428571428571,0.10884353741496598,0.0,0.0
Ей никак не суметь,испечь,55,0.0,0.0,0.0,0.0,0.01818181818181818,0.008264462809917356,0.017857142857142856,0.008264462809917356,0.01818181818181818,0.008264462809917356,0.017857142857142856,0.008264462809917356,0.05454545454545454,0.2892561983471075,0.017857142857142856,0.008264462809917356,0.10909090909090909,0.3305785123966942,0.017857142857142856,0.008264462809917356,0.14545454545454545,0.34710743801652894,0.017857142857142856,0.008264462809917356,0.16363636363636364,0.3553719008264463,0.017857142857142856,0.008264462809917356
Когда она в самолёте,летела,44,0.022727272727272728,0.06153846153846154,0.0,0.0,0.045454545454545456,0.06923076923076923,0.0,0.0,0.06818181818181818,0.13846153846153847,0.0,0.0,0.11363636363636363,0.2,0.0,0.0,0.13636363636363635,0.27692307692307694,0.0,0.0,0.13636363636363635,0.27692307692307694,0.0,0.0,0.13636363636363635,0.27692307692307694,0.0,0.0
